t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1556558177,64,1.000000,0.025671,0.000000,0.158153,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.316087,0.394523,0.166458,0.064645,calls/second,milliseconds
1556558180,65,1.000000,0.024692,0.000000,0.155184,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.316333,0.394961,0.170318,0.066503,calls/second,milliseconds
1556558183,66,1.000000,0.023744,0.000000,0.152250,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.316581,0.394961,0.170318,0.066503,calls/second,milliseconds
1556558186,68,1.000000,0.021978,0.000000,0.146613,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.321546,0.395364,0.174114,0.068351,calls/second,milliseconds
1556558189,69,1.000000,0.021144,0.000000,0.143864,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.321713,0.395364,0.174114,0.068351,calls/second,milliseconds
1556558192,70,1.000000,0.020348,0.000000,0.141187,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.321862,0.395735,0.177848,0.070188,calls/second,milliseconds
1556558195,72,1.000000,0.018851,0.000000,0.136000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.326566,0.396076,0.181520,0.072015,calls/second,milliseconds
1556558198,73,1.000000,0.018148,0.000000,0.133487,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.326654,0.396076,0.181520,0.072015,calls/second,milliseconds
1556558201,74,1.000000,0.017477,0.000000,0.131038,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.326742,0.412381,0.188436,0.074940,calls/second,milliseconds
1556558204,75,1.000000,0.016825,0.000000,0.128616,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.326828,0.412381,0.188436,0.074940,calls/second,milliseconds
1556558207,77,1.000000,0.051238,0.000000,0.220483,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.331213,0.411391,0.191933,0.076741,calls/second,milliseconds
1556558210,78,1.000000,0.086328,0.000000,0.280847,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.331244,0.410480,0.195372,0.078532,calls/second,milliseconds
1556558213,79,1.000000,0.083158,0.000000,0.276122,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.331271,0.410480,0.195372,0.078532,calls/second,milliseconds
1556558216,81,1.000000,0.077184,0.000000,0.266884,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.335433,0.409642,0.198755,0.080313,calls/second,milliseconds
1556558219,82,1.000000,0.074370,0.000000,0.262371,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.335414,0.409642,0.198755,0.080313,calls/second,milliseconds
1556558222,83,1.000000,0.071676,0.000000,0.257951,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.335383,0.408871,0.202081,0.082084,calls/second,milliseconds
1556558225,84,1.000000,0.069060,0.000000,0.253556,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.335363,0.408162,0.205352,0.083846,calls/second,milliseconds
1556558228,86,1.000000,0.064160,0.000000,0.245038,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.339280,0.408162,0.205352,0.083846,calls/second,milliseconds
1556558231,87,1.000000,0.061831,0.000000,0.240849,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.339216,0.407509,0.208569,0.085597,calls/second,milliseconds
1556558234,88,1.000000,0.059602,0.000000,0.236748,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.339141,0.407509,0.208569,0.085597,calls/second,milliseconds
1556558237,90,1.000000,0.055391,0.000000,0.228742,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.342889,0.422900,0.215039,0.088447,calls/second,milliseconds
1556558240,91,1.000000,0.053404,0.000000,0.224837,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.342777,0.421069,0.218096,0.090173,calls/second,milliseconds
1556558243,92,1.000000,0.051500,0.000000,0.221014,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.342674,0.421069,0.218096,0.090173,calls/second,milliseconds
1556558246,93,1.000000,0.049648,0.000000,0.217216,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.342571,0.419384,0.221103,0.091890,calls/second,milliseconds
1556558249,95,1.000000,0.046174,0.000000,0.209862,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.346111,0.419384,0.221103,0.091890,calls/second,milliseconds
1556558252,96,1.000000,0.044520,0.000000,0.206248,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.345976,0.417835,0.224060,0.093597,calls/second,milliseconds
1556558255,97,1.000000,0.042936,0.000000,0.202713,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.345836,0.416409,0.226968,0.095294,calls/second,milliseconds
1556558258,99,1.000000,0.039939,0.000000,0.195816,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.349237,0.416409,0.226968,0.095294,calls/second,milliseconds
1556558261,100,1.000000,0.038523,0.000000,0.192454,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.349070,0.415097,0.229828,0.096982,calls/second,milliseconds
1556558264,101,1.000000,0.037164,0.000000,0.189164,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.348903,0.415097,0.229828,0.096982,calls/second,milliseconds
