t,value
1556558039,0.7022900763358778
1556558042,0.7022900763358778
1556558045,0.7022900763358778
1556558048,0.7022900763358778
1556558051,0.7022900763358778
1556558054,0.7022900763358778
1556558057,0.7022900763358778
1556558060,0.7022900763358778
1556558063,0.7022900763358778
1556558066,0.7022900763358778
1556558069,0.7467532467532467
1556558072,0.7467532467532467
1556558075,0.7467532467532467
1556558078,0.7467532467532467
1556558081,0.7467532467532467
1556558084,0.7467532467532467
1556558087,0.7467532467532467
1556558090,0.7467532467532467
1556558093,0.7467532467532467
1556558096,0.7467532467532467
1556558099,0.7467532467532467
1556558102,0.7467532467532467
1556558105,0.7467532467532467
1556558108,0.7467532467532467
1556558111,0.7467532467532467
1556558114,0.7467532467532467
1556558117,0.7467532467532467
1556558120,0.7467532467532467
1556558123,0.7467532467532467
1556558126,0.7467532467532467
1556558129,0.7796610169491526
1556558132,0.7796610169491526
1556558135,0.7796610169491526
1556558138,0.7796610169491526
1556558141,0.7796610169491526
1556558144,0.7796610169491526
1556558147,0.7796610169491526
1556558150,0.7796610169491526
1556558153,0.7796610169491526
1556558156,0.7796610169491526
1556558159,0.7796610169491526
1556558162,0.7796610169491526
1556558165,0.7796610169491526
1556558168,0.7796610169491526
1556558171,0.7796610169491526
1556558174,0.7796610169491526
1556558177,0.7796610169491526
1556558180,0.7796610169491526
1556558183,0.7796610169491526
1556558186,0.7796610169491526
1556558189,0.805
1556558192,0.805
1556558195,0.805
1556558198,0.805
1556558201,0.805
1556558204,0.805
1556558207,0.805
1556558210,0.805
1556558213,0.805
1556558216,0.805
1556558219,0.805
1556558222,0.805
1556558225,0.805
1556558228,0.805
1556558231,0.805
1556558234,0.805
1556558237,0.805
1556558240,0.805
1556558243,0.805
1556558246,0.805
1556558249,0.8251121076233184
1556558252,0.8251121076233184
1556558255,0.8251121076233184
1556558258,0.8251121076233184
1556558261,0.8251121076233184
1556558264,0.8251121076233184
1556558267,0.8251121076233184
1556558270,0.8251121076233184
1556558273,0.8251121076233184
1556558276,0.8251121076233184
1556558279,0.8251121076233184
1556558282,0.8251121076233184
1556558285,0.8251121076233184
1556558288,0.8251121076233184
1556558291,0.8251121076233184
1556558294,0.8251121076233184
1556558297,0.8251121076233184
1556558300,0.8251121076233184
1556558303,0.8251121076233184
1556558306,0.8251121076233184
1556558309,0.8414634146341463
1556558312,0.8414634146341463
1556558315,0.8414634146341463
1556558318,0.8414634146341463
1556558321,0.8414634146341463
1556558324,0.8414634146341463
1556558327,0.8414634146341463
1556558330,0.8414634146341463
1556558333,0.8414634146341463
1556558336,0.8414634146341463
1556558339,0.8414634146341463
1556558342,0.8414634146341463
1556558345,0.8414634146341463
1556558348,0.8414634146341463
1556558351,0.8414634146341463
1556558354,0.8414634146341463
1556558357,0.8414634146341463
1556558360,0.8414634146341463
1556558363,0.8414634146341463
1556558366,0.8414634146341463
1556558369,0.8550185873605948
1556558372,0.8550185873605948
1556558375,0.8550185873605948
1556558378,0.8550185873605948
1556558381,0.8550185873605948
1556558384,0.8550185873605948
1556558387,0.8550185873605948
1556558390,0.8550185873605948
1556558393,0.8550185873605948
1556558396,0.8550185873605948
1556558399,0.8550185873605948
1556558402,0.8550185873605948
1556558405,0.8550185873605948
1556558408,0.8550185873605948
1556558411,0.8550185873605948
1556558414,0.8550185873605948
1556558417,0.8550185873605948
1556558420,0.8550185873605948
1556558423,0.8550185873605948
1556558426,0.8550185873605948
1556558429,0.8664383561643836
1556558432,0.8664383561643836
1556558435,0.8664383561643836
1556558438,0.8664383561643836
1556558441,0.8664383561643836
1556558444,0.8664383561643836
1556558447,0.8664383561643836
1556558450,0.8664383561643836
1556558453,0.8664383561643836
1556558456,0.8664383561643836
1556558459,0.8664383561643836
1556558462,0.8664383561643836
1556558465,0.8664383561643836
1556558468,0.8664383561643836
1556558471,0.8664383561643836
1556558474,0.8664383561643836
1556558477,0.8664383561643836
1556558480,0.8664383561643836
1556558483,0.8664383561643836
1556558486,0.8664383561643836
1556558489,0.8761904761904762
1556558492,0.8761904761904762
1556558495,0.8761904761904762
1556558498,0.8761904761904762
1556558501,0.8761904761904762
1556558504,0.8761904761904762
1556558507,0.8761904761904762
1556558510,0.8761904761904762
1556558513,0.8761904761904762
1556558516,0.8761904761904762
1556558519,0.8761904761904762
1556558522,0.8761904761904762
1556558525,0.8761904761904762
1556558528,0.8761904761904762
1556558531,0.8761904761904762
1556558534,0.8761904761904762
1556558537,0.8761904761904762
1556558540,0.8761904761904762
1556558543,0.8761904761904762
1556558546,0.8761904761904762
1556558549,0.8846153846153846
1556558552,0.8846153846153846
1556558555,0.8846153846153846
1556558558,0.8846153846153846
1556558561,0.8846153846153846
1556558564,0.8846153846153846
1556558567,0.8846153846153846
1556558570,0.8846153846153846
1556558573,0.8846153846153846
1556558576,0.8846153846153846
1556558579,0.8846153846153846
1556558582,0.8846153846153846
1556558585,0.8846153846153846
1556558588,0.8846153846153846
1556558591,0.8846153846153846
1556558594,0.8846153846153846
1556558597,0.8846153846153846
1556558600,0.8846153846153846
1556558603,0.8846153846153846
1556558606,0.8846153846153846
1556558609,0.8919667590027701
1556558612,0.8919667590027701
1556558615,0.957
1556558618,0.957
1556558621,0.957
1556558624,0.9592417061611375
1556558627,0.9592417061611375
1556558630,0.9592417061611375
1556558633,0.9592417061611375
1556558636,0.9592417061611375
1556558639,0.9592417061611375
1556558642,0.9592417061611375
1556558645,0.9592417061611375
1556558648,0.9592417061611375
1556558651,0.9592417061611375
1556558654,0.9592417061611375
1556558657,0.9592417061611375
1556558660,0.9593572778827977
1556558663,0.9677661169415293
1556558666,0.9677661169415293
1556558669,0.9684055841293167
1556558672,0.9684055841293167
1556558675,0.9684055841293167
1556558678,0.9684055841293167
1556558681,0.9684055841293167
1556558684,0.9684055841293167
1556558687,0.9684055841293167
1556558690,0.9684055841293167
1556558693,0.9684055841293167
1556558696,0.9684055841293167
1556558699,0.9684055841293167
1556558702,0.9684055841293167
1556558705,0.9684055841293167
1556558708,0.9684055841293167
1556558711,0.9684055841293167
1556558714,0.9684055841293167
1556558717,0.9684055841293167
1556558720,0.9684055841293167
1556558723,0.9684055841293167
1556558726,0.9684055841293167
1556558729,0.9690201729106628
1556558732,0.9690201729106628
1556558735,0.9690201729106628
1556558738,0.9690201729106628
1556558741,0.9690201729106628
1556558744,0.9690201729106628
1556558747,0.9690201729106628
1556558750,0.9690201729106628
1556558753,0.9690201729106628
1556558756,0.9690201729106628
1556558759,0.9690201729106628
1556558762,0.9690201729106628
1556558765,0.9690201729106628
1556558768,0.9690201729106628
1556558771,0.9690201729106628
1556558774,0.9690201729106628
1556558777,0.9690201729106628
1556558780,0.9690201729106628
1556558783,0.9690201729106628
1556558786,0.9690201729106628
1556558789,0.9696113074204947
1556558792,0.9696113074204947
